id,date,value,unit
err1,2023-05-23 15:20:25,2263.04,GB
err1,2023-05-24 14:01:01,2263.04,GB
err1,2023-05-25 14:01:05,91.5,GB
err1,2023-05-26 14:01:06,91.5,GB
err1,2023-05-27 14:01:01,91.7,GB
err1,2023-05-28 14:01:12,93.2,GB
err1,2023-05-29 14:01:33,93.3,GB
err1,2023-05-30 14:01:25,93.5,GB
err1,2023-05-31 14:01:28,94.2,GB
err1,2023-06-01 14:01:20,94.3,GB
err1,2023-06-02 14:01:19,187.0,GB
err1,2023-06-03 14:01:16,317.0,GB
err1,2023-06-04 14:01:21,344.0,GB
err1,2023-06-05 14:01:21,349.0,GB
err1,2023-06-06 14:01:20,349.0,GB
err1,2023-06-07 14:01:20,408.0,GB
err1,2023-06-08 14:01:25,426.0,GB
err1,2023-06-09 14:01:23,467.0,GB
err1,2023-06-10 14:01:18,105.0,GB
err1,2023-06-11 14:01:16,147.0,GB
err1,2023-06-12 14:01:16,161.0,GB
err1,2023-06-13 14:01:28,105.0,GB
err1,2023-06-14 14:01:27,105.0,GB
err1,2023-06-15 14:01:24,158.0,GB
err1,2023-06-16 14:01:24,160.0,GB
err1,2023-06-17 14:01:23,141.0,GB
err1,2023-06-18 14:01:24,177.0,GB
err1,2023-06-19 14:01:24,1116.16,GB
err1,2023-06-20 14:01:36,1566.72,GB
err1,2023-06-21 14:01:22,1884.16,GB
err1,2023-06-22 14:01:23,2170.88,GB
err1,2023-06-23 14:01:25,2283.52,GB
err1,2023-06-24 14:01:26,2293.76,GB
err1,2023-06-25 14:01:09,2293.76,GB
err1,2023-06-26 14:01:11,2293.76,GB
err1,2023-06-27 14:01:14,191.0,GB
err1,2023-06-28 14:01:10,106.0,GB
err1,2023-06-29 14:01:11,106.0,GB
err1,2023-06-30 14:01:10,118.0,GB
err1,2023-07-01 14:01:06,123.0,GB
err1,2023-07-02 14:01:10,123.0,GB
err1,2023-07-03 14:01:14,125.0,GB
err1,2023-07-04 14:01:10,124.0,GB
err1,2023-07-05 14:01:14,124.0,GB
err1,2023-07-06 14:01:13,184.0,GB
err1,2023-07-07 14:01:13,245.0,GB
err1,2023-07-08 14:01:13,293.0,GB
err1,2023-07-09 14:01:15,309.0,GB
err1,2023-07-10 14:01:11,310.0,GB
err1,2023-07-11 14:01:17,310.0,GB
err1,2023-07-12 14:01:10,371.0,GB
err1,2023-07-13 14:01:11,99.7,GB
err1,2023-07-14 14:01:10,160.0,GB
err1,2023-07-15 14:01:13,165.0,GB
err1,2023-07-16 14:01:12,1136.64,GB
err1,2023-07-17 14:01:18,1505.28,GB
err1,2023-07-18 14:01:32,1863.68,GB
err1,2023-07-19 14:01:12,2201.6,GB
err1,2023-07-20 14:01:20,2304.0,GB
err1,2023-07-21 14:01:17,2304.0,GB
err1,2023-07-22 14:01:14,205.0,GB
