id,date,value
160089810,2024-07-04 09:08:19+00:00,536608768000
160089810,2024-07-05 09:06:58+00:00,536608768000
160089810,2024-07-06 09:08:36+00:00,536608768000
160089810,2024-07-07 09:08:18+00:00,536608768000
160089810,2024-07-08 09:09:38+00:00,536608768000
160089810,2024-07-09 09:08:42+00:00,536608768000
160089810,2024-07-10 09:07:13+00:00,16265445376
160089810,2024-07-11 11:51:52+00:00,536608768000
160089810,2024-07-12 09:14:24+00:00,536608768000
160089810,2024-07-13 09:12:15+00:00,16268541952
160089810,2024-07-14 09:17:03+00:00,536608768000
160089810,2024-07-15 09:10:46+00:00,4
160089810,2024-07-16 09:09:34+00:00,536608768000
160089810,2024-07-17 09:08:33+00:00,520293343232
160089810,2024-07-18 09:12:57+00:00,4
160089810,2024-07-19 09:08:34+00:00,16320528384
160089810,2024-07-20 09:10:59+00:00,520283693056
160089810,2024-07-22 09:12:08+00:00,520293027840
160089810,2024-07-23 09:14:20+00:00,4
160089810,2024-07-24 09:15:10+00:00,16218120192
160089810,2024-07-25 09:11:57+00:00,520389398528
160089810,2024-07-26 09:13:15+00:00,520388083712
160089810,2024-07-28 09:19:09+00:00,16242323456
160089810,2024-07-30 09:15:36+00:00,520365490176
160089810,2024-07-31 09:17:54+00:00,520375758848
160089810,2024-08-12 09:31:26+00:00,4
160089810,2024-08-13 09:31:14+00:00,536608768000
160089810,2024-08-14 09:31:18+00:00,520361705472
160089810,2024-08-15 09:31:15+00:00,520361136128
160089810,2024-08-16 09:31:16+00:00,520358834176
160089810,2024-08-17 09:31:12+00:00,16252198912
160089810,2024-08-18 09:31:12+00:00,520355110912
160089810,2024-08-19 09:31:17+00:00,520361652224
160089810,2024-08-20 09:31:34+00:00,4
160089810,2024-08-21 09:31:35+00:00,16251953152
160089810,2024-08-22 09:31:44+00:00,520351563776
160089810,2024-08-23 09:31:37+00:00,520365993984
160089810,2024-08-24 09:31:36+00:00,520362336256
160089810,2024-08-25 09:31:30+00:00,536608768000
160089810,2024-08-26 09:31:44+00:00,4
160089810,2024-08-27 09:31:41+00:00,536608768000
160089810,2024-08-28 09:31:37+00:00,536608768000
160089810,2024-08-29 11:35:19+00:00,520338051072
160089810,2024-08-30 12:24:34+00:00,4
160089810,2024-08-31 09:31:40+00:00,16253095936
160089810,2024-09-01 09:31:25+00:00,4
160089810,2024-09-02 09:31:50+00:00,520350195712
