date,id,value
2024-12-31,160077920,513552384
2025-01-01,160077920,53147561984
2025-01-02,160077920,53147545600
2025-01-03,160077920,1
2025-01-04,160077920,53130743808
2025-01-05,160077920,530149375
2025-01-06,160077920,530165760
2025-01-07,160077920,53113917440
2025-01-08,160077920,546967552
2025-01-09,160077920,53113892864
2025-01-10,160077920,547008512
2025-01-11,160077920,547024895
2025-01-12,160077920,2
2025-01-13,160077920,563826688
2025-01-14,160077920,563843072
2025-01-15,160077920,5500573935
2025-01-16,160077920,53660876799
2025-01-17,160077920,580677631
2025-01-18,160077920,53080190976
2025-01-19,160077920,580448255
2025-01-20,160077920,597180415
2025-01-21,160077920,2
2025-01-22,160077920,597274623
2025-01-23,160077920,597282816
2025-01-24,160077920,53012656127
2025-01-25,160077920,766574591
2025-01-26,160077920,868499455
2025-01-27,160077920,986492927
2025-01-28,160077920,53660876799
2025-01-29,160077920,1138147328
2025-01-30,160077920,1226091342
2025-01-31,160077920,1320830741
2025-02-01,160077920,1422890602
2025-02-02,160077920,1532836572
2025-02-03,160077920,1651278005
2025-02-04,160077920,1778871343
2025-02-05,160077920,1916323748
2025-02-06,160077920,2064397023
2025-02-07,160077920,2223911839
2025-02-08,160077920,2395752276
2025-02-09,160077920,2580870729
2025-02-10,160077920,2780293183
2025-02-11,160077920,2995124899
2025-02-12,160077920,3226556542
2025-02-13,160077920,3475870781
2025-02-14,160077920,3744449393
2025-02-15,160077920,4033780926
2025-02-16,160077920,4345468946
2025-02-17,160077920,4681240927
2025-02-18,160077920,5042957824
2025-02-19,160077920,5432624384
2025-02-20,160077920,5852400265
2025-02-21,160077920,6304611995
2025-02-22,160077920,6791765876
2025-02-23,160077920,7316561867
2025-02-24,160077920,7881908554
2025-02-25,160077920,8490939267
2025-02-26,160077920,9147029446
2025-02-27,160077920,9853815350
2025-02-28,160077920,10615214210
2025-03-01,160077920,11435445939
2025-03-02,160077920,12319056519
2025-03-03,160077920,13270943200
2025-03-04,160077920,14296381638
2025-03-05,160077920,15401055137
2025-03-06,160077920,16591086146
2025-03-07,160077920,17873070193
2025-03-08,160077920,19254112437
2025-03-09,160077920,20741867052
2025-03-10,160077920,22344579642
2025-03-11,160077920,24071132948
2025-03-12,160077920,25931096072
2025-03-13,160077920,27934777518
2025-03-14,160077920,30093282320
2025-03-15,160077920,32418573594
2025-03-16,160077920,34923538838
2025-03-17,160077920,37622061361
2025-03-18,160077920,40529097226
2025-03-19,160077920,43660758144
2025-03-20,160077920,47034400768
2025-03-21,160077920,46866550784
2025-03-22,160077920,13
2025-03-23,160077920,13
2025-03-24,160077920,46530416640
2025-03-25,160077920,13
2025-03-26,160077920,7365439488
2025-03-27,160077920,46094151679
2025-03-28,160077920,53660876799
2025-03-29,160077920,45875826687
2025-03-30,160077920,15
2025-03-31,160077920,15
2025-04-01,160077920,45540007936
2025-04-02,160077920,15
2025-04-03,160077920,53660876799
2025-04-04,160077920,53660876799
2025-04-05,160077920,53660876799
2025-04-06,160077920,44969107455
2025-04-07,160077920,53660876799
2025-04-08,160077920,17
2025-04-09,160077920,53660876799
2025-04-10,160077920,8961060864
2025-04-11,160077920,8978108416
2025-04-12,160077920,17
2025-04-13,160077920,44682452991
2025-04-14,160077920,53660876799
2025-04-15,160077920,44682420224
2025-04-16,160077920,53660876799
2025-04-17,160077920,53660876799
2025-04-18,160077920,17
2025-04-19,160077920,44682199039
2025-04-20,160077920,8959283200
2025-04-21,160077920,53660876799
2025-04-22,160077920,44695846911
2025-04-23,160077920,8966397952
2025-04-24,160077920,9001197568
2025-04-25,160077920,53660876799
2025-04-26,160077920,44688056320
2025-04-27,160077920,17
2025-04-28,160077920,44684734463
